Date,Year,Company,Ticker,industryKey,sectorKey,Close,Volume
2025-12-31,2025,Doordash,DASH,internet-retail,consumer-cyclical,228.1300048828125,2546500.0
2023-12-31,2023,Instacart,CART,internet-retail,consumer-cyclical,23.46999931335449,1207300.0
2024-12-31,2024,Instacart,CART,internet-retail,consumer-cyclical,41.41999816894531,1749600.0
2025-12-31,2025,Instacart,CART,internet-retail,consumer-cyclical,44.959999084472656,2330600.0
2015-12-31,2015,Etsy,ETSY,internet-retail,consumer-cyclical,8.260000228881836,1213000.0
2016-12-31,2016,Etsy,ETSY,internet-retail,consumer-cyclical,11.779999732971191,960300.0
2017-12-31,2017,Etsy,ETSY,internet-retail,consumer-cyclical,20.450000762939453,1285900.0
2018-12-31,2018,Etsy,ETSY,internet-retail,consumer-cyclical,47.56999969482422,1527000.0
2019-12-31,2019,Etsy,ETSY,internet-retail,consumer-cyclical,44.29999923706055,2325000.0
2020-12-31,2020,Etsy,ETSY,internet-retail,consumer-cyclical,177.91000366210938,2076900.0
2021-12-31,2021,Etsy,ETSY,internet-retail,consumer-cyclical,218.94000244140625,1298800.0
2022-12-31,2022,Etsy,ETSY,internet-retail,consumer-cyclical,119.77999877929688,2153700.0
2023-12-31,2023,Etsy,ETSY,internet-retail,consumer-cyclical,81.05000305175781,2397100.0
2024-12-31,2024,Etsy,ETSY,internet-retail,consumer-cyclical,52.88999938964844,3910100.0
2025-12-31,2025,Etsy,ETSY,internet-retail,consumer-cyclical,55.36000061035156,2432300.0
2015-12-31,2015,Shopify,SHOP,software-application,technology,2.5799999237060547,2349000.0
2016-12-31,2016,Shopify,SHOP,software-application,technology,4.287000179290772,4069000.0
2017-12-31,2017,Shopify,SHOP,software-application,technology,10.100000381469728,7758000.0
2018-12-31,2018,Shopify,SHOP,software-application,technology,13.845000267028809,16842000.0
2019-12-31,2019,Shopify,SHOP,software-application,technology,39.757999420166016,11222000.0
2020-12-31,2020,Shopify,SHOP,software-application,technology,113.19499969482422,8184000.0
2021-12-31,2021,Shopify,SHOP,software-application,technology,137.73899841308594,4713000.0
2022-12-31,2022,Shopify,SHOP,software-application,technology,34.709999084472656,13272900.0
2023-12-31,2023,Shopify,SHOP,software-application,technology,77.9000015258789,9527200.0
2024-12-31,2024,Shopify,SHOP,software-application,technology,106.33000183105467,3768700.0
2025-12-31,2025,Shopify,SHOP,software-application,technology,163.74000549316406,4812400.0
2021-12-31,2021,Udemy,UDMY,education-training-services,consumer-defensive,19.540000915527344,255300.0
2022-12-31,2022,Udemy,UDMY,education-training-services,consumer-defensive,10.550000190734863,565000.0
2023-12-31,2023,Udemy,UDMY,education-training-services,consumer-defensive,14.729999542236328,690800.0
2024-12-31,2024,Udemy,UDMY,education-training-services,consumer-defensive,8.229999542236328,475600.0
2025-12-31,2025,Udemy,UDMY,education-training-services,consumer-defensive,5.760000228881836,2855200.0
2005-12-31,2005,Herbalife,HLF,packaged-foods,consumer-defensive,6.960034370422363,1236800.0
2006-12-31,2006,Herbalife,HLF,packaged-foods,consumer-defensive,8.595170974731445,418000.0
2007-12-31,2007,Herbalife,HLF,packaged-foods,consumer-defensive,8.750295639038086,1202800.0
2008-12-31,2008,Herbalife,HLF,packaged-foods,consumer-defensive,4.84005880355835,3014800.0
2009-12-31,2009,Herbalife,HLF,packaged-foods,consumer-defensive,9.351798057556152,1263200.0
2010-12-31,2010,Herbalife,HLF,packaged-foods,consumer-defensive,16.037757873535156,728800.0
2011-12-31,2011,Herbalife,HLF,packaged-foods,consumer-defensive,24.540632247924805,1252000.0
2012-12-31,2012,Herbalife,HLF,packaged-foods,consumer-defensive,16.014554977416992,32691000.0
2013-12-31,2013,Herbalife,HLF,packaged-foods,consumer-defensive,39.174537658691406,2007600.0
2014-12-31,2014,Herbalife,HLF,packaged-foods,consumer-defensive,18.850000381469727,2937600.0
2015-12-31,2015,Herbalife,HLF,packaged-foods,consumer-defensive,26.809999465942383,1273000.0
2016-12-31,2016,Herbalife,HLF,packaged-foods,consumer-defensive,24.06999969482422,1935000.0
2017-12-31,2017,Herbalife,HLF,packaged-foods,consumer-defensive,33.86000061035156,1229000.0
2018-12-31,2018,Herbalife,HLF,packaged-foods,consumer-defensive,58.95000076293945,1013800.0
2019-12-31,2019,Herbalife,HLF,packaged-foods,consumer-defensive,47.66999816894531,1548400.0
2020-12-31,2020,Herbalife,HLF,packaged-foods,consumer-defensive,48.04999923706055,368300.0
2021-12-31,2021,Herbalife,HLF,packaged-foods,consumer-defensive,40.93000030517578,941000.0
2022-12-31,2022,Herbalife,HLF,packaged-foods,consumer-defensive,14.880000114440918,920600.0
2023-12-31,2023,Herbalife,HLF,packaged-foods,consumer-defensive,15.260000228881836,702900.0
2024-12-31,2024,Herbalife,HLF,packaged-foods,consumer-defensive,6.690000057220459,1663000.0
2025-12-31,2025,Herbalife,HLF,packaged-foods,consumer-defensive,12.84000015258789,1851500.0
2010-12-31,2010,Primerica,PRI,insurance-life,financial-services,20.25223922729492,41700.0
2011-12-31,2011,Primerica,PRI,insurance-life,financial-services,19.500078201293945,210300.0
2012-12-31,2012,Primerica,PRI,insurance-life,financial-services,25.403711318969727,290200.0
2013-12-31,2013,Primerica,PRI,insurance-life,financial-services,36.76253890991211,180300.0
2014-12-31,2014,Primerica,PRI,insurance-life,financial-services,46.969722747802734,249300.0
2015-12-31,2015,Primerica,PRI,insurance-life,financial-services,41.43133544921875,281200.0
2016-12-31,2016,Primerica,PRI,insurance-life,financial-services,61.46628189086914,185600.0
2017-12-31,2017,Primerica,PRI,insurance-life,financial-services,91.10659790039062,181100.0
2018-12-31,2018,Primerica,PRI,insurance-life,financial-services,88.48662567138672,221500.0
2019-12-31,2019,Primerica,PRI,insurance-life,financial-services,119.55378723144533,146100.0
2020-12-31,2020,Primerica,PRI,insurance-life,financial-services,124.22382354736328,118300.0
2021-12-31,2021,Primerica,PRI,insurance-life,financial-services,143.92208862304688,63000.0
2022-12-31,2022,Primerica,PRI,insurance-life,financial-services,135.3682403564453,78700.0
2023-12-31,2023,Primerica,PRI,insurance-life,financial-services,199.0907745361328,74900.0
2024-12-31,2024,Primerica,PRI,insurance-life,financial-services,266.02667236328125,139900.0
2025-12-31,2025,Primerica,PRI,insurance-life,financial-services,259.3033142089844,187100.0
